批次号 (溯源码)	产品名称	GS1-128标准码	隐形防伪码
B-FARMER-20260209-INZO	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-IN(3102)030850	1757317761f0452b
B-FARMER-20260209-VNOT	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-VN(3102)006570	bbe5befcbd514d7e
B-FARMER-20260209-PPAI	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-PP(3102)032850	f521dbd3cd8a4f8b
B-FARMER-20260209-JDC4	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-JD(3102)004640	01a3b5e736e44bb3
B-FARMER-20260209-J922	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-J9(3102)023200	279d814361e4419d
DEMO-INSP-B-REWORK	当归	(01)06912345678901(10)DEMO-INSP-B-REWORK	fc0f055bad6c4515
DEMO-INSP-A-GRADE-A	当归	(01)06912345678901(10)DEMO-INSP-A-GRADE-A	22dabe1ba6a34d3f
DEMO-PROC-B	当归	(01)06912345678901(10)DEMO-PROC-B	4eb11df9d8724b3a
DEMO-PROC-A	当归	(01)06912345678901(10)DEMO-PROC-A	5fbc0a9a0cf240e0
DEMO-PLANT-001	当归	(01)06912345678901(10)DEMO-PLANT-001(3102)100000	5dbfdbec0f3044c5
B-FARMER-20260209-S88V	人参	(01)06912345678901(10)B-FARMER-20260209-S8	28eab282b7ca4939
MOCK-2024001-P	特级红参片 (模拟数据)	(01)06912345678901(10)BATCH001-P(3102)005000	MC-001-P
MOCK-2024001	长白山人参 (模拟数据)	(01)06912345678901(10)BATCH001(3102)025000	MC-001
